workerid,year,sex,age,start_year,region,treated,earnings,sample_weight,quarter_birth,schooling
29319,2006,M,43,1995,4,0,1269336.9,.61882067,2,18
29319,2007,M,44,1995,4,0,23244.324,.054081339,3,18
29320,1995,M,32,1995,1,0,66153.797,.6492824,4,17
29320,2001,M,38,1995,3,0,78976.531,.48253042,2,17
29320,2003,M,40,1995,3,0,26017.662,.32343602,3,17
29320,2011,M,48,1995,3,0,184778.81,.32186574,3,17
29321,1995,M,32,1995,4,1,15395.837,.50605166,2,12
29321,1999,M,36,1995,4,1,15029.033,.65972638,1,12
29322,1997,M,50,1995,2,1,4228.8232,.90142316,1,14
29322,1998,M,51,1995,2,1,44637.133,.061165005,3,14
29322,2001,M,54,1995,2,1,49981.883,.06935329,3,14
29322,2004,M,57,1995,2,1,31046.613,.81188256,2,14
29323,1995,M,48,1995,3,0,195048.16,.45179653,3,16
29323,1997,M,50,1995,3,0,58102.953,.36068004,3,16
29323,2000,M,53,1995,3,0,121370.12,.69666642,1,16
29323,2003,M,56,1995,3,0,24201.615,.64374369,1,16
29324,1996,M,49,1995,2,1,15427.563,.78444916,4,14
29324,2001,M,54,1995,2,1,12117.741,.28249565,1,14
29324,2004,M,57,1995,2,1,136845.66,.5528748,4,14
29324,2005,M,58,1995,2,1,46365.629,.82910019,4,14
29325,1995,M,48,1995,4,0,54411.109,.65105259,1,16
29325,1998,M,51,1995,4,0,6458.7764,.24312714,4,16
29325,1999,M,52,1995,4,0,30744.645,.2356796,2,16
29325,2001,M,54,1995,4,0,151754.91,.52069432,2,16
29325,2004,M,57,1995,4,0,53081.219,.17803295,2,16
29325,2005,M,58,1995,4,0,94889.844,.51445532,2,16
29326,1996,M,49,1995,3,0,20093.914,.22766332,2,14
29326,1999,M,52,1995,3,0,38672.609,.72788751,2,14
29326,2002,M,55,1995,3,0,87191.789,.75425798,3,14
29327,1996,M,49,1995,3,1,23202.021,.99932462,2,11
29327,1997,M,50,1995,3,1,7462.248,.67470366,3,11
29327,2000,M,53,1995,3,1,215764.17,.065548681,2,11
29327,2005,M,58,1995,3,1,9384.5557,.87435848,2,11
29328,1996,M,49,1995,1,0,53576.238,.0069083613,2,18
29328,1999,M,52,1995,1,0,59073.07,.096605383,4,18
29328,2001,M,54,1995,1,0,190696.03,.23605438,3,18
29328,2004,M,57,1995,1,0,176637.27,.61464977,3,18
29329,1995,M,48,1995,2,1,16525.006,.54583287,3,15
29329,1997,M,50,1995,2,1,117957.53,.85171849,2,15
29329,1998,M,51,1995,2,1,29698.654,.13478313,4,15
29329,2001,M,54,1995,2,1,116680.48,.14599138,4,15
29329,2002,M,55,1995,2,1,10475.563,.27550015,2,15
29330,1997,M,33,1995,4,0,21202.57,.24832755,1,17
29330,2000,M,36,1995,4,0,51013.43,.492486,3,17
29331,1995,M,31,1995,4,0,25924.609,.085857503,1,19
29331,1998,M,34,1995,4,0,38511.145,.28248614,2,19
29331,2003,M,39,1995,4,0,20954.229,.60204685,2,19
29331,2007,M,43,1995,4,0,70890.719,.78073651,4,19
29332,1997,M,33,1995,2,0,118654.46,.65475386,2,14
29332,2002,M,38,1995,2,0,60473.797,.62231243,4,14
29332,2003,M,39,1995,2,0,226651.97,.9785412,2,14
29332,2005,M,41,1995,2,0,30730.613,.98685336,4,14
29332,2006,M,42,1995,2,0,28789.986,.14745072,3,14
29332,2007,M,43,1995,2,0,49295.68,.56066841,3,14
29332,2008,M,44,1995,2,0,59717.332,.17395015,1,14
29332,2009,M,45,1995,2,0,34243.891,.76099741,3,14
29332,2011,M,47,1995,2,0,62036.785,.80003244,4,14
29333,1996,M,48,1995,4,0,59019.508,.34706351,3,16
29333,2000,M,52,1995,4,0,65786.281,.34158015,1,16
29334,1995,M,31,1995,2,0,55151.313,.86222285,3,17
29334,1996,M,32,1995,2,0,16987.82,.39141646,2,17
29334,1997,M,33,1995,2,0,149469.44,.056538463,2,17
29334,1999,M,35,1995,2,0,42323.512,.73237497,4,17
29334,2001,M,37,1995,2,0,201171.95,.45735952,4,17
29334,2006,M,42,1995,2,0,223365.3,.14572161,4,17
29335,1998,M,34,1995,1,1,7699.9043,.93894142,2,13
29335,2003,M,39,1995,1,1,17886.912,.35800114,4,13
29335,2010,M,46,1995,1,1,44901.855,.12448794,3,13
29336,1996,M,48,1995,4,1,55677.438,.41221398,2,18
29336,1998,M,50,1995,4,1,173727.81,.5102402,1,18
29336,2001,M,53,1995,4,1,27948.465,.19064946,3,18
29337,1995,M,31,1995,2,0,70278.273,.029763948,1,13
29337,2005,M,41,1995,2,0,15846.949,.44599906,4,13
29338,2003,M,55,1995,1,0,47180.574,.37589511,2,12
29338,2006,M,58,1995,1,0,7858.5825,.48317891,2,12
29339,2000,M,51,1995,2,0,83604.781,.91129929,3,13
29339,2001,M,52,1995,2,0,27618.635,.4982003,4,13
29340,1997,M,32,1995,2,0,25360.646,.8534506,2,19
29340,1999,M,34,1995,2,0,129752.3,.080733292,2,19
29340,2001,M,36,1995,2,0,25264.934,.26361272,3,19
29340,2010,M,45,1995,2,0,43151.895,.64423519,1,19
29341,2001,M,36,1999,5,1,24207.057,.81004554,4,16
29341,2006,M,41,1999,5,1,16409.557,.46427432,2,16
29342,1995,M,30,1995,3,1,12750.392,.5496797,3,13
29342,1996,M,31,1995,3,1,7315.2485,.97419989,4,13
29342,2005,M,40,1995,3,1,5457.7339,.63012916,3,13
29342,2007,M,42,1995,3,1,48588.746,.78189152,3,13
29343,1996,M,31,1995,4,0,89415.195,.36566371,2,15
29343,1999,M,34,1995,4,0,79488.727,.42462364,2,15
29344,1995,M,46,1995,1,0,58163.633,.54966301,1,19
29344,1998,M,49,1995,1,0,66999.836,.46258295,1,19
29344,2001,M,52,1995,1,0,190668.59,.36253312,3,19
29345,1996,M,47,1995,4,0,131186.02,.55432892,4,12
29345,1999,M,50,1995,4,0,2349.9185,.31911099,2,12
29346,2000,M,35,1995,3,1,38988.504,.99383557,2,15
29346,2008,M,43,1995,3,1,206671.34,.92130822,4,15
29346,2011,M,46,1995,3,1,62848.824,.43332988,3,15
29347,1996,M,31,1995,1,1,18094.814,.75868607,3,15
29347,2000,M,35,1995,1,1,40904.668,.52092201,2,15
29347,2004,M,39,1995,1,1,120898.01,.50880408,3,15
29347,2010,M,45,1995,1,1,7880.397,.88729936,4,15
29348,1996,M,31,1995,4,1,64287.805,.78535318,4,16
29348,1997,M,32,1995,4,1,27501.879,.51799619,4,16
29348,1999,M,34,1995,4,1,9243.6934,.74281812,2,16
29349,1996,F,31,1995,4,1,16114.043,.31763342,3,13
29349,1997,F,32,1995,4,1,29153.848,.2714999,4,13
29349,1999,F,34,1995,4,1,12329.146,.26004997,4,13
29349,2007,F,42,1995,4,1,62953.125,.52547312,4,13
29349,2008,F,43,1995,4,1,2511.9155,.39937216,3,13
29350,1996,F,47,1995,3,1,1659.5497,.95633334,3,10
29350,1997,F,48,1995,3,1,17124.662,.22024901,3,10
29350,2005,F,56,1995,3,1,3866.7532,.35892534,2,10
29351,1996,M,46,1995,2,1,25211.643,.6584878,2,17
29351,2001,M,51,1995,2,1,41057.008,.99765992,3,17
29352,2001,M,51,1995,4,1,21872.869,.1875754,4,16
29352,2002,M,52,1995,4,1,71479.859,.67473888,3,16
29352,2003,M,53,1995,4,1,53539.73,.10327832,2,16
29353,1996,M,30,1995,2,1,13546.099,.029281745,2,14
29353,2000,M,34,1995,2,1,27395.211,.50141495,2,14
29353,2008,M,42,1995,2,1,36862.703,.68565649,3,14
29353,2010,M,44,1995,2,1,6822.0752,.50365001,2,14
29354,2004,F,38,1995,2,0,30883.082,.17782539,2,15
29354,2005,F,39,1995,2,0,10952.931,.11239767,2,15
29354,2010,F,44,1995,2,0,81604.445,.91764933,1,15
29354,2011,F,45,1995,2,0,77632.641,.87963182,2,15
29355,2004,F,38,1995,4,1,55022.199,.68860763,1,16
29355,2007,F,41,1995,4,1,25972.35,.97243363,2,16
29355,2010,F,44,1995,4,1,2467.8479,.3848502,1,16
29355,2011,F,45,1995,4,1,75906.539,.98371816,2,16
29356,2005,F,39,1995,1,1,23757.471,.70097262,3,15
29356,2006,F,40,1995,1,1,26396.791,.099236615,1,15
29357,1996,F,46,1995,4,0,5193.8442,.85516024,1,15
29357,1998,F,48,1995,4,0,97582.703,.44635788,4,15
29357,2002,F,52,1995,4,0,52755.156,.81119752,3,15
29357,2005,F,55,1995,4,0,49796.063,.72589582,4,15
29358,1999,F,33,1995,2,1,25230.447,.98381698,4,14
29358,2002,F,36,1995,2,1,6872.7119,.69851178,4,14
29358,2005,F,39,1995,2,1,14253.469,.47655478,2,14
29359,1997,M,46,1995,2,0,20880.758,.18349077,3,15
29359,2000,M,49,1995,2,0,24853.313,.48289901,4,15
29360,1996,M,45,1995,4,0,16163.182,.60268116,2,17
29360,1997,M,46,1995,4,0,21074.529,.091774888,3,17
29360,1998,M,47,1995,4,0,43578.371,.74741954,2,17
29360,2003,M,52,1995,4,0,29043.846,.10628494,3,17
29361,1995,M,28,1995,4,1,26595.871,.047677912,2,18
29361,1999,M,32,1995,4,1,71441.438,.16431105,3,18
29362,1997,F,30,1997,2,1,1685.8883,.72619379,1,9
29362,1999,F,32,1997,2,1,46.186699,.80685145,1,9
29363,1997,F,30,1995,3,1,4530.4858,.85944384,2,17
29363,2006,F,39,1995,3,1,56761.367,.61986023,4,17
29363,2007,F,40,1995,3,1,25644.637,.78514117,3,17
29363,2010,F,43,1995,3,1,38145.918,.94803715,2,17
29364,1998,F,31,1997,3,1,107565.73,.28983328,2,15
29364,1999,F,32,1997,3,1,9619.5098,.60749143,3,15
29365,1998,F,31,1996,4,1,11979.898,.47584575,4,12
29365,2001,F,34,1996,1,1,10437.011,.45099089,3,12
29366,1997,M,29,1995,4,0,57881.852,.66364056,2,16
29366,1998,M,30,1995,4,0,21655.59,.32262367,4,16
29366,2002,M,34,1995,4,0,150002.34,.87982118,1,16
29366,2010,M,42,1995,4,0,69218.461,.16314533,2,16
29367,2001,M,49,1995,5,0,15639.173,.023899514,2,13
29367,2003,M,51,1995,5,0,28624.961,.11949815,2,13
29367,2004,M,52,1995,5,0,54731.008,.24344149,2,13
29367,2005,M,53,1995,5,0,50261.82,.16785656,2,13
29368,1996,M,44,1995,4,0,212402.53,.59785098,3,18
29368,1997,M,45,1995,4,0,58892.059,.99459362,2,18
29368,2003,M,51,1995,4,0,42050.051,.8594476,4,18
29368,2004,M,52,1995,4,0,22143.051,.86020863,3,18
29369,1996,F,44,1995,1,0,28383.951,.83663172,4,15
29369,1997,F,45,1995,1,0,97353.609,.048336554,1,15
29369,2003,F,51,1995,1,0,69658.727,.45918378,2,15
29369,2011,F,59,1995,1,0,7931.981,.72932547,4,15
29370,2001,F,33,1996,4,1,12116.135,.50954413,2,10
29370,2003,F,35,1996,4,1,2546.1836,.040647056,2,10
29370,2008,F,40,1996,4,1,10136.626,.95604277,2,10
29370,2010,F,42,1996,4,1,925.13068,.53326648,3,10
29371,2000,F,48,1999,4,1,4530.0083,.74445611,3,9
29371,2001,F,49,1999,4,1,8451.584,.74540126,3,9
29371,2002,F,50,1999,4,1,4071.0649,.72131068,3,9
29372,1995,F,43,1995,2,0,36784.805,.50618815,3,12
29372,1998,F,46,1995,2,0,6330.354,.4790622,3,12
29372,2002,F,50,1995,2,0,5972.8389,.34100962,2,12
29373,1998,M,45,1995,1,1,50827.617,.51765108,1,9
29373,2002,M,49,1995,1,1,7784.2144,.64933896,3,9
29374,2001,M,48,1995,4,1,38160.797,.41833189,4,19
29374,2011,M,58,1995,2,1,31640.572,.35126448,3,19
29375,1999,M,46,1995,3,0,983223.13,.26117289,2,22
29375,2002,M,49,1995,3,0,846203.31,.22734264,2,22
29375,2009,M,56,1995,3,0,409596.25,.36952594,3,22
29375,2011,M,58,1995,3,0,7424742,.51218545,2,22
29376,1996,M,43,1995,1,0,126098.06,.6523183,2,17
29376,2002,M,49,1995,2,0,99904.148,.84873736,2,17
29376,2003,M,50,1995,2,0,50789.465,.92832226,3,17
29377,1995,F,42,1995,1,1,6462.7002,.587798,3,10
29377,1996,F,43,1995,1,1,6014.2129,.57766408,3,10
29377,1997,F,44,1995,1,1,15289.073,.082130395,3,10
29377,1999,F,46,1995,1,1,7154.9575,.44476873,2,10
29378,1997,M,43,1995,1,0,87740.781,.16099265,4,19
29378,1999,M,45,1995,1,0,136090.3,.41531852,4,19
29378,2001,M,47,1995,1,0,313227.59,.6500392,3,19
29379,1999,M,45,1995,3,0,44082.168,.88942176,4,14
29379,2000,M,46,1995,3,0,4449.1909,.64415395,2,14
29379,2003,M,49,1995,3,0,9565.7949,.9860847,2,14
29379,2008,M,54,1995,3,0,232110.88,.66460139,1,14
29380,1997,M,43,1995,4,0,214705.16,.30943945,2,16
29380,1998,M,44,1995,4,0,66798.211,.35107434,3,16
29380,2002,M,48,1995,4,0,43825.148,.62203771,3,16
29380,2003,M,49,1995,4,0,38147.633,.92201668,4,16
29380,2008,M,54,1995,4,0,568206.19,.76462334,3,16
29380,2010,M,56,1995,4,0,41713.477,.062807694,1,16
29380,2011,M,57,1995,4,0,330823.09,.98480809,3,16
29381,2000,M,46,1995,2,0,101965.4,.5671367,2,18
29381,2004,M,50,1995,2,0,265945.94,.16968328,3,18
29382,1998,F,44,1996,4,1,15138.065,.75696898,2,14
29382,1999,F,45,1996,4,1,29761.828,.045880172,2,14
29382,2008,F,54,1996,4,1,61412.348,.98505658,2,14
29383,1996,M,41,1995,1,0,40537.934,.017246973,1,17
29383,2001,M,46,1995,1,0,34798.188,.8445912,1,17
29383,2008,M,53,1995,1,0,100040.75,.62892866,2,17
29383,2010,M,55,1995,1,0,79864.414,.38600853,1,17
29384,1997,M,42,1995,4,0,35821.41,.71124697,3,14
29384,2001,M,46,1995,4,0,16930.514,.93012673,3,14
29384,2006,M,51,1995,4,0,82276.461,.17811704,1,14
29385,1996,M,57,1995,1,1,10873.269,.1400293,2,11
29385,1998,M,59,1995,1,1,5789.0591,.6692273,3,11
29386,2004,M,49,2004,4,0,121769.7,.19806372,1,19
29386,2009,M,54,2004,4,0,26281.211,.27521008,3,19
29387,1999,M,44,1995,1,0,68360.156,.41093019,1,17
29387,2001,M,46,1995,1,0,152413.59,.72588366,2,17
29388,1998,M,43,1995,1,0,34325.363,.53545618,1,16
29388,2003,M,48,1995,1,0,153511.03,.11015577,4,16
29389,1995,M,40,1995,1,0,75688.742,.75214756,2,15
29389,2000,M,45,1995,1,0,145740.14,.82928568,4,15
29389,2002,M,47,1995,1,0,80866.852,.58071208,2,15
29389,2007,M,52,1995,1,0,11968.895,.2041592,3,15
29390,1997,M,58,1995,1,1,6829.7236,.31810349,2,13
29390,1999,M,60,1995,1,1,125356.61,.084712937,3,13
29391,1995,M,56,1995,1,0,56693.125,.68929386,2,13
29391,1998,M,59,1995,1,0,16211.546,.068289131,2,13
29392,2001,F,46,1996,5,0,58498.602,.94859779,1,16
29392,2002,F,47,1996,5,0,110787.18,.87798291,2,16
29392,2004,F,49,1996,5,0,26716.158,.26347265,4,16
29392,2007,F,52,1996,5,0,31237.932,.60519236,2,16
29392,2010,F,55,1996,5,0,299460.5,.29966,3,16
29393,2006,M,50,2004,3,1,16948.496,.342774,2,15
29393,2011,M,55,2004,3,1,50642.938,.62351644,2,15
29394,1995,M,39,1995,1,0,45288.758,.03717383,3,16
29394,2006,M,50,1995,1,0,743105.5,.67058444,1,16
29394,2007,M,51,1995,1,0,14483.857,.28693262,4,16
29395,1996,M,40,1995,3,0,9746.6211,.32944998,4,15
29395,1998,M,42,1995,3,0,50249.816,.5471887,3,15
29395,2004,M,48,1995,3,0,32099.529,.5644505,4,15
29396,1998,M,42,1995,1,0,305912.03,.60515875,2,16
29396,2001,M,45,1995,1,0,12211.725,.34242439,1,16
29396,2003,M,47,1995,1,0,65241.211,.38425347,2,16
29396,2005,M,49,1995,1,0,35979.949,.2981416,2,16
29397,2003,M,47,1995,4,0,65790.836,.81327724,2,20
29397,2007,M,51,1995,4,0,37261.777,.84760886,4,20
29398,2005,M,49,1995,2,0,32778.582,.77064675,4,17
29398,2008,M,52,1995,2,0,349197.72,.56770194,2,17
29398,2009,M,53,1995,2,0,175125.92,.26395041,3,17
29398,2011,M,55,1995,2,0,26561.479,.97937405,3,17
29399,2004,F,48,1997,1,1,25208.643,.29661521,4,18
29399,2007,F,51,1997,1,1,35612.352,.28506014,2,18
29400,1995,M,38,1995,4,1,122107.42,.66482711,3,17
29400,2006,M,49,1995,4,1,23564.318,.66150945,3,17
29400,2007,M,50,1995,4,1,76109.023,.1608945,2,17
29401,1997,M,40,1995,4,0,21986.83,.55412155,4,15
29401,2001,M,44,1995,4,0,30621.504,.12227976,1,15
29401,2004,M,47,1995,4,0,40725.285,.988361,1,15
29402,1996,M,39,1995,4,0,162928.5,.17795743,2,17
29402,1998,M,41,1995,4,0,547464.13,.88511497,1,17
29402,2002,M,45,1995,4,0,39746.355,.77920324,2,17
29402,2005,M,48,1995,4,0,132045.72,.71459389,1,17
29402,2007,M,50,1995,4,0,66011.422,.92342609,3,17
29402,2009,M,52,1995,4,0,180445.11,.74663216,3,17
29402,2011,M,54,1995,4,0,31304.313,.69089949,1,17
29403,1996,M,55,1995,4,1,26068.559,.078209743,2,13
29403,1998,M,57,1995,4,1,15563.849,.83157295,3,13
29403,2001,M,60,1995,4,1,9985.3105,.89860278,2,13
29404,1998,M,41,1996,1,0,117705.16,.77751184,3,14
29404,1999,M,42,1996,1,0,15328.94,.56728226,3,14
29404,2003,M,46,1996,1,0,42932.039,.95385462,3,14
29405,1996,M,55,1995,4,0,74292.789,.072210468,3,12
29405,2000,M,59,1995,4,0,14200.383,.50242639,3,12
29406,2007,M,50,1995,4,1,17251.916,.85558832,3,12
29406,2011,M,54,1995,4,1,9127.4922,.27750623,3,12
29407,1998,M,41,1995,4,0,91009.68,.53188848,2,20
29407,2006,M,49,1995,4,0,326046.13,.68517822,3,20
29408,2000,F,43,1995,4,0,40764.125,.93666762,2,11
29408,2001,F,44,1995,4,0,8340.3389,.72194058,2,11
29408,2006,F,49,1995,4,0,17123.209,.91683155,3,11
29409,1997,F,40,1995,2,1,2829.679,.3032001,4,9
29409,2003,F,46,1995,2,1,5780.6636,.77778381,4,9
29410,1995,M,37,1995,1,0,14134.736,.61434644,2,16
29410,1996,M,38,1995,1,0,95623.664,.20967877,1,16
29410,1997,M,39,1995,1,0,16134.927,.093767166,3,16
29410,1998,M,40,1995,1,0,39915.32,.82672226,4,16
29410,1999,M,41,1995,1,0,16134.901,.30198145,3,16
29410,2000,M,42,1995,1,0,105484.99,.60833466,3,16
29410,2002,M,44,1995,1,0,294392.84,.12933008,1,16
29410,2006,M,48,1995,1,0,13558.288,.29393193,3,16
29411,1995,M,37,1995,4,0,119914.13,.86869037,2,15
29411,1997,M,39,1995,4,0,79643.719,.41120231,2,15
29411,1998,M,40,1995,4,0,42347.789,.27882105,3,15
29411,2002,M,44,1995,4,0,17361.318,.41492572,1,15
29411,2003,M,45,1995,4,0,26382.725,.54625398,1,15
29411,2004,M,46,1995,4,0,12846.812,.4330222,2,15
29411,2007,M,49,1995,4,0,3998.0154,.076727927,4,15
29411,2010,M,52,1995,4,0,48511.75,.50333667,2,15
29412,1998,M,56,1995,1,0,14998.576,.44633114,3,12
29412,1999,M,57,1995,1,0,15755.279,.13311855,4,12
29413,1995,M,53,1995,3,1,35870.84,.72120142,2,18
29413,1996,M,54,1995,2,1,74192.18,.7099061,2,18
29414,1995,M,36,1995,1,0,259759.98,.89251184,2,13
29414,2006,M,47,1995,1,0,9123.7393,.1011742,2,13
29414,2009,M,50,1995,1,0,17714.277,.84075397,1,13
29414,2011,M,52,1995,1,0,32841.332,.6425429,4,13
29415,1999,M,40,1995,4,0,94717.906,.38620457,3,14
29415,2000,M,41,1995,4,0,40139.613,.34241655,3,14
29416,1996,M,37,1995,3,0,76199.328,.50613773,4,17
29416,1998,M,39,1995,3,0,41449.098,.48872429,3,17
29417,1999,M,56,1996,4,1,162022.75,.40402684,2,18
29417,2003,M,60,1996,4,1,67873.859,.68061143,1,18
29417,2004,M,61,1996,4,1,32929.074,.99979371,4,18
29418,1998,M,39,1996,3,0,350256.91,.16019416,2,16
29418,2004,M,45,1996,3,0,27016.639,.29517165,3,16
29418,2009,M,50,1996,3,0,42554.785,.35620916,1,16
29419,2002,M,43,2001,5,0,139597.48,.56765002,4,15
29419,2003,M,44,2001,5,0,4914.2319,.53301442,2,15
29419,2005,M,46,2001,5,0,114483.91,.028163079,4,15
29420,1995,F,36,1995,4,0,11079.176,.96565795,4,10
29420,2002,F,43,1995,4,0,8616.6826,.61186779,2,10
29421,1997,F,38,1995,4,1,10082.101,.42289078,4,13
29421,2003,F,44,1995,4,1,13220.08,.32681391,4,13
29421,2004,F,45,1995,4,1,63536.758,.93353099,2,13
29421,2005,F,46,1995,4,1,17291.252,.73472279,3,13
29421,2006,F,47,1995,4,1,28112.988,.52517736,1,13
29421,2009,F,50,1995,4,1,111426.08,.65720457,4,13
29422,1995,F,36,1995,4,0,9190.4629,.48857161,1,12
29422,1997,F,38,1995,4,0,57886.48,.0031119359,1,12
29422,2001,F,42,1995,4,0,6782.6533,.69445872,3,12
29422,2008,F,49,1995,4,0,58164.273,.42786521,2,12
29423,2005,F,46,1995,1,0,33008.383,.4040828,2,12
29423,2009,F,50,1995,1,0,24936.881,.25233349,4,12
29423,2010,F,51,1995,1,0,9385.0352,.75796598,2,12
29424,1995,M,35,1995,1,0,114842.09,.93398565,4,17
29424,1997,M,37,1995,1,0,39639.973,.81430912,1,17
29424,2003,M,43,1995,1,0,141439.72,.22349527,3,17
29425,1999,M,39,1995,4,0,284717.44,.057151873,1,16
29425,2004,M,44,1995,4,0,16440.641,.18459617,1,16
29425,2006,M,46,1995,4,0,38706.301,.91873068,3,16
29425,2009,M,49,1995,4,0,37688.566,.13821802,3,16
29426,1998,M,54,1995,1,0,69823.117,.71570426,4,13
29426,2000,M,56,1995,1,0,73832.18,.2125216,4,13
29427,1995,M,35,1995,1,1,12776.656,.78098291,1,16
29427,2002,M,42,1995,1,1,301751.47,.14223559,4,16
29427,2003,M,43,1995,1,1,19675.021,.078351989,2,16
29427,2007,M,47,1995,1,1,81742.75,.26809025,1,16
29428,1995,M,35,1995,4,0,42411.961,.15230533,4,13
29428,1996,M,36,1995,4,0,84999.953,.063902602,2,13
29428,2007,M,47,1995,4,0,20539.281,.9909634,3,13
29428,2008,M,48,1995,4,0,23885.555,.49324507,4,13
29429,2001,M,41,1999,1,1,13378.805,.60929084,3,12
29429,2002,M,42,1999,1,1,28864.957,.59621966,2,12
29429,2007,M,47,1999,3,1,13275.635,.49489453,3,12
29429,2009,M,49,1999,3,1,11615.163,.74451363,2,12
29430,1997,M,53,1995,2,1,39383.59,.36673206,3,16
29430,1998,M,54,1995,2,1,13387.857,.14318711,1,16
29431,1998,M,38,1995,2,0,17563.271,.12046829,3,14
29431,2000,M,40,1995,2,0,220254.98,.9546842,4,14
29431,2006,M,46,1995,2,0,19529.324,.28807652,4,14
29431,2007,M,47,1995,2,0,31486.348,.95774984,2,14
29432,1999,F,39,1995,2,1,103540.19,.52730107,3,16
29432,2001,F,41,1995,2,1,29966.939,.4706268,2,16
29432,2005,F,45,1995,2,1,3190.8582,.46246436,4,16
29432,2007,F,47,1995,2,1,27324.895,.76853669,4,16
29433,1997,F,37,1995,1,0,27232.01,.72419876,2,14
29433,1999,F,39,1995,1,0,13426.95,.5813669,2,14
29433,2005,F,45,1995,1,0,16156.244,.25615469,2,14
29433,2010,F,50,1995,1,0,102776.92,.24014467,2,14
29434,2010,M,49,1995,4,0,61964.688,.15872078,2,15
29434,2011,M,50,1995,4,0,46842.305,.89765632,3,15
29435,1997,M,36,1996,4,0,26518.982,.17817232,4,17
29435,1998,M,37,1996,4,0,27362.016,.31265736,2,17
29435,2000,M,39,1996,4,0,84172.367,.12005831,2,17
29435,2003,M,42,1996,4,0,32122.799,.87041217,2,17
29435,2005,M,44,1996,4,0,42414.648,.97567117,1,17
29435,2009,M,48,1996,4,0,45434.156,.079755917,4,17
29435,2011,M,50,1996,4,0,14330.229,.52276808,2,17
29436,1998,M,37,1995,2,0,131649.48,.96706003,2,20
29436,2001,M,40,1995,2,0,4133088.3,.55891621,3,20
29436,2004,M,43,1995,2,0,466141.56,.12002926,1,20
29436,2007,M,46,1995,2,0,83126.07,.78773469,3,20
29436,2009,M,48,1995,2,0,714004.44,.017522475,4,20
29437,1999,M,54,1995,3,1,28356.717,.38860169,3,16
29437,2002,M,57,1995,3,1,35161.266,.48258644,2,16
29438,1997,M,52,1995,2,0,200820.13,.42539737,2,16
29438,2000,M,55,1995,2,0,10647.009,.89005572,2,16
29439,1998,F,37,1995,5,1,26834.9,.53766018,2,15
29439,2004,F,43,1995,5,1,13913.469,.88937086,3,15
29439,2010,F,49,1995,5,1,62415.719,.0011054797,2,15
29440,1997,F,36,1995,4,0,8078.7544,.63407832,3,16
29440,2000,F,39,1995,4,0,104762.02,.17960003,4,16
29440,2002,F,41,1995,4,0,48835.996,.92757154,2,16
29440,2003,F,42,1995,4,0,36291.602,.19928333,3,16
29440,2011,F,50,1995,4,0,57582.938,.22379093,2,16
29441,1997,M,35,1997,5,0,69525.469,.98050898,2,13
29441,1999,M,37,1997,5,0,82316.742,.74570525,2,13
29441,2000,M,38,1997,5,0,30388.549,.14742167,1,13
29442,1995,M,33,1995,1,0,175937.72,.44561422,2,15
29442,1998,M,36,1995,1,0,65800.781,.058708128,1,15
29442,2000,M,38,1995,1,0,20037.547,.90549588,2,15
29442,2007,M,45,1995,1,0,1818.2534,.31461999,4,15
29442,2010,M,48,1995,1,0,43025.23,.86509192,4,15
29442,2011,M,49,1995,1,0,190415.14,.54684371,3,15
29443,1995,M,33,1995,4,1,25593.459,.82502609,4,13
29443,2005,M,43,1995,4,1,3470.9272,.90553004,3,13
29443,2008,M,46,1995,4,1,7562.4199,.42275667,3,13
29444,1997,M,51,1995,1,0,16727.832,.60315078,2,15
29444,1998,M,52,1995,1,0,97960.656,.56710851,2,15
29445,1997,M,35,1995,3,0,71399.234,.0026713398,3,13
29445,2001,M,39,1995,3,0,7404.2954,.28640771,1,13
29445,2003,M,41,1995,3,0,162909.66,.37032583,3,13
29445,2004,M,42,1995,3,0,4665.7017,.1499404,3,13
29446,1997,M,35,1995,5,0,5383.2837,.75466406,3,14
29446,1998,M,36,1995,5,0,72714.461,.60003304,2,14
29446,2004,M,42,1995,5,0,85821.805,.78946877,3,14
29446,2006,M,44,1995,5,0,114461.55,.41907984,4,14
29447,1995,M,33,1995,2,0,34672.18,.64170134,2,15
29447,1997,M,35,1995,2,0,36441.293,.85422146,3,15
29447,2004,M,42,1995,2,0,34843.277,.57446241,2,15
29447,2008,M,46,1995,2,0,204506.22,.45148805,2,15
29448,1995,M,33,1995,1,0,99117.125,.22273459,1,14
29448,1997,M,35,1995,1,0,19447.689,.085451156,3,14
29448,1999,M,37,1995,1,0,17920.879,.64853638,4,14
29448,2001,M,39,1995,1,0,21024.133,.10389281,3,14
29448,2004,M,42,1995,1,0,189320.36,.51574171,2,14
29448,2011,M,49,1995,1,0,17959.135,.84701705,1,14
29449,1998,M,36,1995,1,0,490545.69,.56731135,4,14
29449,1999,M,37,1995,5,0,24590.846,.4753778,1,14
29449,2005,M,43,1995,5,0,38321.477,.24334227,1,14
29449,2006,M,44,1995,5,0,30378.037,.1353427,2,14
29449,2008,M,46,1995,5,0,5220.5688,.021941083,4,14
29449,2009,M,47,1995,5,0,47250.563,.0059391074,2,14
29449,2010,M,48,1995,5,0,42305.801,.15724084,3,14
29449,2011,M,49,1995,5,0,7586.2935,.29521891,2,14
29450,2004,M,42,1995,2,1,62869.137,.40587649,4,16
