article_id,comment_author,comment_counter,comment_text,njudgements_constructiveness_expt,njudgements_toxicity_expt,agree_constructiveness_expt,agree_toxicity_expt,constructive,crowd_toxicity_level,has_content,crowd_discard,constructive_characteristics,non_constructive_characteristics,toxicity_characteristics,crowd_comments_constructiveness_expt,crowd_comments_toxicity_expt,other_con_chars,other_noncon_chars,other_toxic_chars,constructive_binary,pp_comment_text
13486676,5431,source1_13486676_67,"Pathetic editorial, No wonder this newspaper is struggling.",5.0,5.0,0.2,0.5,0.0,1.6,"
no


no","
discard


",no_con:5,"no_respect:3
non_relevant:2
no_non_con:1
unsubstantial:1","no_toxic:3
inflammatory:2
embarrassment:2","



","



","



","



","



",0.0,"Pathetic editorial , No wonder this newspaper is struggling ."
11959426,4515,source1_11959426_15,Yet more evidence that the Clownservatives are in over their head. There is a rising tide of Canadians that are having their eyes open to the corrupt regime that is the PMO. Time to post a pic of you petting a cat Steve.,5.0,5.0,0.8,0.9,0.0,1.6,"


no
","


discard
","no_con:4
evidence:2
solution:1
specific_points:1
personal_story:1
dialogue:1","no_respect:2
sarcastic:2
unsubstantial:2
non_relevant:2
provocative:1
no_non_con:1","no_toxic:3
embarrassment:1
personal_attack:1","



","



","



","



","



",0.0,Yet more evidence that the Clownservatives are in over their head . There is a rising tide of Canadians that are having their eyes open to the corrupt regime that is the PMO . Time to post a pic of you petting a cat Steve .
32774605,1529,source1_32774605_109,No Kamal. Don't kid yourself. Unless you want to keep losing elections.,5.0,5.0,0.1,0.4,0.0,1.6,"

yes
no
","


discard
","no_con:3
solution:2","unsubstantial:3
provocative:1
no_non_con:1
no_respect:1","teasing:2
no_toxic:1
personal_attack:1
inflammatory:1","



","



","



","



","



",0.0,No Kamal . Dont kid yourself . Unless you want to keep losing elections .
11243660,5432,source1_11243660_48,I got very confused after watching this cheesy ad... Are we in North Korea? Could they at least make it look good?,5.0,5.0,0.0,0.6,0.0,1.6,"
no
no

","
discard


","no_con:2
evidence:2
dialogue:1","unsubstantial:2
no_non_con:1
provocative:1
sarcastic:1
non_relevant:1","no_toxic:4
abusive:1","



","



","



","



","



",0.0,I got very confused after watching this cheesy ad ... Are we in North Korea ? Could they at least make it look good ?
12205395,5433,source1_12205395_89,I have scanned though all the balderdash written by **Valigal**. All I can say to him/her is.... GET A LIFE.,5.0,5.0,0.2,0.5,0.0,1.6,"
no

no
","


discard
","no_con:4
evidence:1","unsubstantial:3
non_relevant:2
no_non_con:1
provocative:1","no_toxic:2
embarrassment:1
personal_attack:1
inflammatory:1
abusive:1","



","



","



","



","



",0.0,I have scanned though all the balderdash written by **Valigal** . All I can say to him/her is ... . GET A LIFE .
25805299,5434,source1_25805299_42,Rubbish headline and column. Expect a lot better than this from a Globe contributor. The writer should apply for a job with Fox News or with the Republican party. Pitiful.,5.0,5.0,0.1,0.7,0.0,1.6,"


no
no","


discard
",no_con:5,"no_respect:2
unsubstantial:2
non_relevant:1
no_non_con:1
provocative:1","no_toxic:3
personal_attack:1
inflammatory:1
abusive:1","



","



","



","



","



",0.0,Rubbish headline and column . Expect a lot better than this from a Globe contributor . The writer should apply for a job with Fox News or with the Republican party . Pitiful .
24565777,3323,source1_24565777_20,The harpercrites do not believe in democracy or fair elections. Worst federal government ever. Hopefully their arrogance will be punished by all Canadians in October.,5.0,5.0,0.2,0.6,0.0,1.4,"
no


no","



","no_con:3
personal_story:1
specific_points:1","no_non_con:2
unsubstantial:2
provocative:1
no_respect:1","teasing:3
embarrassment:1
no_toxic:1","



","



","



","



","



",0.0,The harpercrites do not believe in democracy or fair elections . Worst federal government ever . Hopefully their arrogance will be punished by all Canadians in October .
30275859,43,source1_30275859_49,I find it very disturbing that the decision makers in Ottawa are wasting one minute of time discussing this nonsense. Don't you have something important to deal with??,5.0,5.0,0.6,0.3,0.0,1.4,"

no

yes","



","no_con:4
dialogue:1","unsubstantial:2
sarcastic:1
provocative:1
no_non_con:1","no_toxic:3
embarrassment:2","



","



","



","



","



",0.0,I find it very disturbing that the decision makers in Ottawa are wasting one minute of time discussing this nonsense . Dont you have something important to deal with ? ?
33185073,330,source2_33185073_110,McCarthyism is alive and well in the Academe with show trials that Stalin would approve.,5.0,5.0,0.4,0.6,0.0,1.4,"


no
","


discard
","dialogue:2
no_con:2
personal_story:1","provocative:2
unsubstantial:2
no_non_con:1","no_toxic:3
teasing:2","



","



","



","



","



",0.0,McCarthyism is alive and well in the Academe with show trials that Stalin would approve .
26916138,1143,source1_26916138_86,Wynne you are looking worse with each passing day. Come clean and turn yourself in.,5.0,5.0,0.4,0.7,0.0,1.4,"


no
no","



","no_con:3
personal_story:1
specific_points:1","no_respect:3
unsubstantial:2
sarcastic:1
provocative:1
non_relevant:1","no_toxic:4
inflammatory:1
abusive:1
teasing:1","



","



","



","



","



",0.0,Wynne you are looking worse with each passing day . Come clean and turn yourself in .
32924694,628,source1_32924694_16,Funny stuff .... from the biggest fakes around .....,5.0,5.0,0.2,0.4,0.0,1.4,"
no


no","



","evidence:2
no_con:2
personal_story:1
dialogue:1","no_non_con:2
non_relevant:1
provocative:1
no_respect:1
unsubstantial:1
sarcastic:1","no_toxic:3
inflammatory:1
embarrassment:1
teasing:1","



","



","



","



","



",0.0,Funny stuff ... . from the biggest fakes around ... ..
18491718,5326,source1_18491718_127,we deserve to know!!!! - gossip columnists denied access to their target getting in a frenzy. beyond pathetic. new name - globe and gossip.,5.0,5.0,0.2,0.7,0.0,1.4,"yes



no","



","no_con:3
solution:1
specific_points:1","non_relevant:2
sarcastic:2
unsubstantial:1
provocative:1","no_toxic:3
embarrassment:1
inflammatory:1","



","



","



","



","



",0.0,we deserve to know ! ! ! ! - gossip columnists denied access to their target getting in a frenzy . beyond pathetic . new name - globe and gossip .
30120071,2729,source1_30120071_25,Ontario used to be a wonderful place to live and work. Not so much anymore. Ontario voters need to rid themselves of Wynne and the rest of the clowns who are running the show before it's too late.,5.0,5.0,0.4,0.3,0.0,1.4,"
no

no
","



","no_con:3
dialogue:1
solution:1","no_respect:2
no_non_con:1
sarcastic:1
unsubstantial:1
provocative:1
non_relevant:1","no_toxic:3
teasing:2","



","



","



","



","



",0.0,Ontario used to be a wonderful place to live and work . Not so much anymore . Ontario voters need to rid themselves of Wynne and the rest of the clowns who are running the show before its too late .
30259443,2954,source1_30259443_39,"What a ridiculous premise. If anything, oil prices will be going up not down!",5.0,5.0,0.3,0.4,0.0,1.4,"


yes
no","



","personal_story:3
no_con:3
solution:1
specific_points:1
evidence:1
dialogue:1","unsubstantial:3
no_non_con:2
non_relevant:2
no_respect:2
provocative:2
sarcastic:1","no_toxic:3
embarrassment:1
teasing:1","



","



","



","



","



",0.0,"What a ridiculous premise . If anything , oil prices will be going up not down !"
12205395,1427,source1_12205395_134,We must rid ourselves of this false conservative government. They are rotten to the core and causing much damage to our country!,5.0,5.0,0.5,0.6,0.0,1.4,"no


not_sure
","



","no_con:3
dialogue:1
evidence:1","no_respect:3
unsubstantial:2
provocative:1
non_relevant:1","no_toxic:3
personal_attack:1
inflammatory:1
abusive:1","



","



","



","



","



",0.0,We must rid ourselves of this false conservative government . They are rotten to the core and causing much damage to our country !
12205395,668,source1_12205395_90,Smear and Slander is all Larry knows.,5.0,5.0,0.2,0.3,0.0,1.4,"


yes
no","



","no_con:4
evidence:1","unsubstantial:2
no_respect:2
no_non_con:2
non_relevant:1","embarrassment:1
teasing:1
no_toxic:1
abusive:1
inflammatory:1","



","



","



","



","



",0.0,Smear and Slander is all Larry knows .
21200020,1975,source1_21200020_195,"Sure all the world leaders would play nice if the Prince were ever to become PM. What an embarrassment that would be, sprinkling pixie dust wherever he went.",5.0,5.0,0.3,0.5,0.0,1.4,"
no


","
discard


","no_con:4
dialogue:1","unsubstantial:3
provocative:1
non_relevant:1
no_respect:1","no_toxic:4
personal_attack:1
inflammatory:1","



","



","



","



","



",0.0,"Sure all the world leaders would play nice if the Prince were ever to become PM . What an embarrassment that would be , sprinkling pixie dust wherever he went ."
30887672,5162,source1_30887672_28,This article is racist.,5.0,5.0,0.3,0.6,0.0,1.4,"
no


","
discard


","no_con:4
personal_story:2
solution:1
specific_points:1
evidence:1
dialogue:1","no_respect:3
unsubstantial:3
sarcastic:2
non_relevant:2
no_non_con:2
provocative:1","no_toxic:3
embarrassment:1
personal_attack:1","



","



","



","



","



",0.0,This article is racist .
28423438,773,source1_28423438_85,"'Why is it un-Canadian for Quebeckers to oppose a pipeline?'By asking such a question, you show that you are not a real Canadian..... just a selfish Quebecker who cares nothing for the rest of the country.",5.0,5.0,0.8,0.9,0.0,1.2,"


no
","



","no_con:4
specific_points:1","unsubstantial:2
no_non_con:2
provocative:1
sarcastic:1","no_toxic:3
embarrassment:1
inflammatory:1","



","



","



","



","



",0.0,"Why is it un-Canadian for Quebeckers to oppose a pipeline ? By asking such a question , you show that you are not a real Canadian ... .. just a selfish Quebecker who cares nothing for the rest of the country ."
30089817,5435,source1_30089817_81,maybe he is bi-polar like his mother... its a possibility!!,5.0,5.0,0.2,0.7,0.0,1.2,"


no
","



",no_con:5,"no_non_con:2
non_relevant:2
unsubstantial:2","no_toxic:4
personal_attack:1","



","



","



","



","



",0.0,maybe he is bi-polar like his mother ... its a possibility ! !
27616741,5093,source1_27616741_1,"Busy. He's busy busy busy. So is she. Really, really busy. Oh so busy. So so busy. They need our help. They deserve our help. My God he is so busy. There. I've condensed this article for you.",5.0,5.0,0.4,0.6,0.0,1.2,"



no","



","no_con:3
solution:2
specific_points:2
personal_story:2
evidence:1
dialogue:1","no_non_con:3
unsubstantial:2
sarcastic:2
non_relevant:1
no_respect:1
provocative:1","no_toxic:4
teasing:1","



","



","



","



","



",0.0,"Busy . Hes busy busy busy . So is she . Really , really busy . Oh so busy . So so busy . They need our help . They deserve our help . My God he is so busy . There . Ive condensed this article for you ."
27616741,5436,source1_27616741_111,Junior needs his own nanny!,5.0,5.0,0.5,0.5,0.0,1.2,"
no


","



",no_con:5,"non_relevant:3
no_non_con:1
unsubstantial:1
sarcastic:1","no_toxic:4
teasing:1","



","



","



","



","



",0.0,Junior needs his own nanny !
12044933,1830,source1_12044933_67,His Worship Crack Haikuford has a problemthe voters made him mayorcrackin' wiff da bros,5.0,5.0,0.3,0.6,0.0,1.2,"


no
","



","no_con:4
specific_points:1","unsubstantial:2
provocative:2
sarcastic:1
non_relevant:1","no_toxic:4
teasing:1","



","



","



","



","



",0.0,His Worship Crack Haikuford has a problemthe voters made him mayorcrackin wiff da bros
19047636,562,source1_19047636_331,"The G&M, Sun and Post do not support liberal corruption. The Star apparently does.",5.0,5.0,0.4,0.6,0.0,1.2,"
yes


","



","no_con:3
evidence:1
specific_points:1","non_relevant:1
no_respect:1
provocative:1
sarcastic:1
no_non_con:1
unsubstantial:1","no_toxic:3
abusive:1
teasing:1","



","



","



","



","



",0.0,"The G & M , Sun and Post do not support liberal corruption . The Star apparently does ."
20584451,1095,source1_20584451_51,"'........... that small symbolic acts have great power, ..........'. Yeah, symbology like the fact that some of the strongest proponents for massive lifestyle change just happen to be amongst the biggest carbon gluttons on the planet. You listening Dave?",5.0,5.0,0.7,0.8,0.0,1.2,"
not_sure


","



","dialogue:2
specific_points:1
no_con:1
solution:1","no_non_con:3
unsubstantial:2","no_toxic:3
embarrassment:1
abusive:1","



","



","



","



","



",0.0,"... ... ... .. that small symbolic acts have great power , ... ... ... .. Yeah , symbology like the fact that some of the strongest proponents for massive lifestyle change just happen to be amongst the biggest carbon gluttons on the planet . You listening Dave ?"
33185073,5437,source2_33185073_92,Sloppy piece of writing. C+,5.0,5.0,0.2,0.7,0.0,1.2,"



no","



","no_con:3
evidence:1
dialogue:1","unsubstantial:3
no_respect:2
sarcastic:1
non_relevant:1","no_toxic:2
embarrassment:2
teasing:1","



","



","



","



","



",0.0,Sloppy piece of writing . C+
33185073,3690,source2_33185073_144,"Yeah, the smart students end up in science/engineering and don't have the time for all the irrelevant B.S. Wente nails it again.",5.0,5.0,0.3,0.5,0.0,1.2,"



no","



","no_con:2
specific_points:1
dialogue:1
personal_story:1","unsubstantial:3
non_relevant:2
no_respect:2
no_non_con:1
sarcastic:1","no_toxic:4
abusive:1","



","



","



","



","



",0.0,"Yeah , the smart students end up in science/engineering and dont have the time for all the irrelevant B.S . Wente nails it again ."
26916138,5438,source1_26916138_30,"None of this appears to be newsworthy enough to make it into the Toronto Star. Surprise, surprise... they must have to consult with Wynne first.",5.0,5.0,0.6,0.8,0.0,1.2,"



no","



","no_con:2
evidence:1
solution:1
dialogue:1","sarcastic:2
no_non_con:2
unsubstantial:1","no_toxic:3
embarrassment:1
teasing:1","



","



","



","



","



",0.0,"None of this appears to be newsworthy enough to make it into the Toronto Star . Surprise , surprise ... they must have to consult with Wynne first ."
27853698,1817,source1_27853698_81,"Clueless, noisy, but harmless and entertaining, that is Jar Jar Binks, not Luke Skywalker.",5.0,5.0,0.2,0.6,0.0,1.2,"



no","



","no_con:4
evidence:1","unsubstantial:3
no_respect:3
provocative:1
non_relevant:1","no_toxic:3
teasing:2","



","



","



","



","



",0.0,"Clueless , noisy , but harmless and entertaining , that is Jar Jar Binks , not Luke Skywalker ."
27853698,58,source1_27853698_35,"Pixie dust and Rainbows, oh and Sunny Ways.",5.0,5.0,0.4,0.5,0.0,1.2,"

no

","



","no_con:4
dialogue:1","unsubstantial:2
non_relevant:1
no_respect:1
sarcastic:1
no_non_con:1","no_toxic:4
teasing:1","



","



","



","



","



",0.0,"Pixie dust and Rainbows , oh and Sunny Ways ."
32924694,1012,source1_32924694_17,The problem with fake news is the fake media.,5.0,5.0,0.4,0.5,0.0,1.2,"
no


","



","dialogue:2
no_con:2
solution:1","unsubstantial:2
sarcastic:1
provocative:1
no_non_con:1","no_toxic:4
embarrassment:1","



","



","



","



","



",0.0,The problem with fake news is the fake media .
18491718,5439,source1_18491718_169,Really no-one's business. People should deal with their own problems and maybe not fixate on Ford so much. Get a life.,5.0,5.0,0.7,0.5,0.0,1.2,"



no","



","no_con:5
solution:1
specific_points:1
evidence:1
personal_story:1
dialogue:1","non_relevant:3
no_respect:3
sarcastic:2
unsubstantial:2
provocative:2
no_non_con:1","no_toxic:4
teasing:1","



","



","



","



","



",0.0,Really no-ones business . People should deal with their own problems and maybe not fixate on Ford so much . Get a life .
30120071,2426,source1_30120071_43,"Do the Liberals ever talk to each other? We have PM Flake trying to scare up auto investment from the Japanese whilst the Wynn circus are trying to get rid if automobiles. What a bunch of clowns, would be funny if it were not so serious",5.0,5.0,0.4,0.4,0.0,1.2,"

no

","



","no_con:3
solution:1
evidence:1","no_respect:2
unsubstantial:2
no_non_con:1","no_toxic:3
embarrassment:1
inflammatory:1","



","



","



","



","



",0.0,"Do the Liberals ever talk to each other ? We have PM Flake trying to scare up auto investment from the Japanese whilst the Wynn circus are trying to get rid if automobiles . What a bunch of clowns , would be funny if it were not so serious"
31082099,1073,source1_31082099_32,And the President-in-waiting barely fought off a campy Marxist and sidestepped criminal indictment. What a choice.,5.0,5.0,0.3,0.4,0.0,1.2,"


no
","



","no_con:4
specific_points:1","non_relevant:2
no_respect:2
no_non_con:1
unsubstantial:1
provocative:1","no_toxic:4
personal_attack:1
teasing:1","



","



","



","



","



",0.0,And the President-in-waiting barely fought off a campy Marxist and sidestepped criminal indictment . What a choice .
31082099,5440,source1_31082099_15,'What’s stupefying is that so many people can’t see that the emperor is naked|.Ain't that the truth! Amen.,5.0,5.0,0.2,0.7,0.0,1.2,"


yes
","



","no_con:4
personal_story:1","no_non_con:2
unsubstantial:2
non_relevant:1
no_respect:1
provocative:1","no_toxic:4
abusive:1","



","



","



","



","



",0.0,What ’ s stupefying is that so many people can ’ t see that the emperor is naked|.Aint that the truth ! Amen .
14157485,2652,source1_14157485_7,How about reconciling the Muslim practice of female genital circumcision in Canada. crickets...,5.0,5.0,0.4,0.4,0.0,1.2,"


no
","



","dialogue:3
no_con:2","unsubstantial:3
no_non_con:2
no_respect:1","no_toxic:3
teasing:1
abusive:1","



","



","



","



","



",0.0,How about reconciling the Muslim practice of female genital circumcision in Canada . crickets ...
17578900,380,source1_17578900_81,That's Harper - all show when he's certain there will be no need to go.,5.0,5.0,0.2,0.5,0.0,1.2,"


no
","



","no_con:3
evidence:1
dialogue:1","no_respect:2
non_relevant:2
unsubstantial:1
sarcastic:1
no_non_con:1","no_toxic:3
embarrassment:1
teasing:1","



","



","



","



","



",0.0,Thats Harper - all show when hes certain there will be no need to go .
17578900,3357,source1_17578900_56,"Harper fly on elephants backside. Harper such a spokesman go see Putin mano to mano. PS how, d Afganistan go for you Steve.",5.0,5.0,0.3,0.6,0.0,1.2,"



no","



","no_con:4
dialogue:1","provocative:2
sarcastic:1
non_relevant:1
no_respect:1
no_non_con:1
unsubstantial:1","no_toxic:4
teasing:1","



","



","



","



","



",0.0,"Harper fly on elephants backside . Harper such a spokesman go see Putin mano to mano . PS how , d Afganistan go for you Steve ."
11959426,5441,source1_11959426_144,CONS have no moral compass. Long past time to #HeaveSteve.,5.0,5.0,0.6,0.5,0.0,1.2,"



no","



","no_con:4
dialogue:1","unsubstantial:3
non_relevant:1
no_respect:1
no_non_con:1","no_toxic:4
teasing:1","



","



","



","



","



",0.0,CONS have no moral compass . Long past time to # HeaveSteve .
25817790,425,source1_25817790_85,"Lawrence Martin and Jim Stanford are socialist, unionist buddies. No need to read the column to know its conclusions.",5.0,5.0,0.4,0.4,0.0,1.2,"



no","



","no_con:3
personal_story:1
dialogue:1","provocative:2
non_relevant:1
no_respect:1
unsubstantial:1
no_non_con:1","no_toxic:4
embarrassment:1
inflammatory:1","



","



","



","



","



",0.0,"Lawrence Martin and Jim Stanford are socialist , unionist buddies . No need to read the column to know its conclusions ."
25817790,1851,source1_25817790_59,"It is not our fault, it is the other guy. Yeah sure.",5.0,5.0,0.2,0.7,0.0,1.2,"



yes","



","no_con:3
dialogue:1
solution:1","unsubstantial:3
no_non_con:1
sarcastic:1
non_relevant:1
no_respect:1","no_toxic:4
teasing:1","



","



","



","



","



",0.0,"It is not our fault , it is the other guy . Yeah sure ."
21294082,2872,source1_21294082_156,"What the Harper-haters lack in quality, they sure make up for in quantity.",5.0,5.0,0.0,0.7,0.0,1.2,"



yes","



","no_con:4
solution:1","unsubstantial:3
no_respect:1
provocative:1
non_relevant:1
no_non_con:1","no_toxic:4
abusive:1","



","



","



","



","



",0.0,"What the Harper-haters lack in quality , they sure make up for in quantity ."
22882822,5442,source1_22882822_34,"Can someone tell me the advantage the Liberals gain by welcoming her? A petulant, spoiled 1st term MP no longer wanted by her party hardly seems like a boon to me.",5.0,5.0,0.3,0.5,0.0,1.2,"



no","



",no_con:5,"no_non_con:2
provocative:2
non_relevant:1
unsubstantial:1","no_toxic:4
teasing:1","



","



","



","



","



",0.0,"Can someone tell me the advantage the Liberals gain by welcoming her ? A petulant , spoiled 1st term MP no longer wanted by her party hardly seems like a boon to me ."
11243660,3940,source1_11243660_17,"The ad might be a tad overdone, but they are just depicting Trudeau for the lightweight that he really is. I can't see him leading the country through the challenges that lie ahead.",5.0,5.0,0.4,0.3,0.0,1.2,"



no","



","no_con:4
dialogue:1","provocative:2
no_non_con:1
non_relevant:1
unsubstantial:1","no_toxic:4
teasing:1","



","



","



","



","



",0.0,"The ad might be a tad overdone , but they are just depicting Trudeau for the lightweight that he really is . I cant see him leading the country through the challenges that lie ahead ."
30259443,1866,source1_30259443_85,"Farmers are the pigs of oil consumption, BIG TIME. And we eat it!",5.0,5.0,0.3,0.6,0.0,1.2,"


no
","



","no_con:2
personal_story:1
evidence:1
specific_points:1","no_respect:2
unsubstantial:2
sarcastic:1
non_relevant:1","no_toxic:4
personal_attack:1
teasing:1","



","



","



","



","



",0.0,"Farmers are the pigs of oil consumption , BIG TIME . And we eat it !"
12292515,46,source1_12292515_47,You think its bad now!? Wait until Trudeau gets into power....bend over law-abiding taxpayer!,5.0,5.0,0.4,0.6,0.0,1.2,"


no
","



","no_con:4
dialogue:1","unsubstantial:4
no_respect:2
non_relevant:1
sarcastic:1
provocative:1","no_toxic:4
teasing:1","



","



","



","



","



",0.0,You think its bad now ! ? Wait until Trudeau gets into power ... .bend over law-abiding taxpayer !
12292515,475,source1_12292515_20,'The war cult that is Islam has no basis in modern society. It has added nothing but discord in Western society and always will.' Nilan11Ms. Wente must be so proud to have inspired this kind of comment with her article.,5.0,5.0,0.2,0.6,0.0,1.2,"no



","



","no_con:3
personal_story:2","unsubstantial:3
sarcastic:1
no_non_con:1
provocative:1","no_toxic:4
personal_attack:1
inflammatory:1","



","



","



","



","



",0.0,The war cult that is Islam has no basis in modern society . It has added nothing but discord in Western society and always will . Nilan11Ms . Wente must be so proud to have inspired this kind of comment with her article .
12205395,582,source1_12205395_73,I guess that's why they are called the Con Party.,5.0,5.0,0.5,0.8,0.0,1.2,"

no

","



","evidence:3
specific_points:2
no_con:2
solution:1
personal_story:1
dialogue:1","sarcastic:4
no_respect:2
non_relevant:1
unsubstantial:1
provocative:1
no_non_con:1","no_toxic:4
embarrassment:1","



","



","



","



","



",0.0,I guess thats why they are called the Con Party .
26995382,3633,source1_26995382_71,Am I reading her right???? Does she call Krugman 'a right wing scourge'?,5.0,5.0,0.2,0.2,0.0,1.2,"

no

","



","no_con:3
evidence:1
dialogue:1","no_non_con:3
unsubstantial:1
sarcastic:1","no_toxic:3
embarrassment:1
teasing:1","



","



","



","



","



",0.0,Am I reading her right ? ? ? ? Does she call Krugman a right wing scourge ?
25805299,831,source1_25805299_46,Stewart made fun of the stupidity in politics. Its not his fault if that side is mainly populated by one political party.,5.0,5.0,0.6,0.2,0.0,1.2,"
no


","



","no_con:3
dialogue:1
evidence:1","unsubstantial:3
provocative:2","no_toxic:4
personal_attack:1","



","



","



","



","



",0.0,Stewart made fun of the stupidity in politics . Its not his fault if that side is mainly populated by one political party .
22613411,1363,source1_22613411_93,Of course only god can effect climate change - and only zeus can make lightning.,5.0,5.0,0.2,0.7,0.0,1.2,"

no

","



",no_con:5,"non_relevant:3
unsubstantial:2
no_respect:1
sarcastic:1","no_toxic:4
teasing:1","



","



","



","



","



",0.0,Of course only god can effect climate change - and only zeus can make lightning .
26318678,641,source1_26318678_40,Thank you Jeffrey for the most depressing column of the current campaign. Only in Canada do parties run from the centre and then move toward the centre of the centre after being elected.,5.0,5.0,0.0,0.5,0.0,1.2,"



no","



","no_con:4
evidence:1","unsubstantial:5
no_respect:3
non_relevant:2","no_toxic:3
abusive:1
teasing:1","



","



","



","



","



",0.0,Thank you Jeffrey for the most depressing column of the current campaign . Only in Canada do parties run from the centre and then move toward the centre of the centre after being elected .
10549743,206,source1_10549743_2,American 'exceptionalism' unopposed is ridiculous horsefeathers but now Canadian 'exceptionalism' is egregiously preposterous.,5.0,5.0,0.4,0.3,0.0,1.2,"



no","



","no_con:4
specific_points:1","unsubstantial:4
no_respect:1
provocative:1","no_toxic:4
abusive:1","



","



","



","



","



",0.0,American exceptionalism unopposed is ridiculous horsefeathers but now Canadian exceptionalism is egregiously preposterous .
26424488,5443,source1_26424488_44,"Old stock, old ideas, old angry men. Yes, this is Mr. Harper's Canada. Oh, and would someone please please remind him that he is NOT from Alberta. He IS from good old Toronto.",5.0,5.0,0.3,0.6,0.0,1.2,"


no
","



","no_con:2
dialogue:2
personal_story:1","unsubstantial:2
non_relevant:1
no_respect:1
sarcastic:1
provocative:1","no_toxic:4
embarrassment:1","



","



","



","



","



",0.0,"Old stock , old ideas , old angry men . Yes , this is Mr. Harpers Canada . Oh , and would someone please please remind him that he is NOT from Alberta . He IS from good old Toronto ."
26424488,626,source1_26424488_178,Justin Trudeau used the same exact term in 2007! and Stephan Dion did in 2014! Why is only an issue now? Answer: Harper Derangement Syndrome.,5.0,5.0,0.2,0.2,0.0,1.2,"
no


","



","no_con:4
evidence:1","provocative:3
unsubstantial:3
non_relevant:1
no_respect:1","no_toxic:4
personal_attack:1","



","



","



","



","



",0.0,Justin Trudeau used the same exact term in 2007 ! and Stephan Dion did in 2014 ! Why is only an issue now ? Answer : Harper Derangement Syndrome .
21200020,5444,source1_21200020_196,The diet Coke of Canadian politics.,5.0,5.0,0.3,0.5,0.0,1.2,"


no
","



",no_con:5,"no_non_con:3
non_relevant:1
no_respect:1
sarcastic:1","no_toxic:4
embarrassment:1
teasing:1","



","



","



","



","



",0.0,The diet Coke of Canadian politics .
21200020,773,source1_21200020_164,"Trudeau is an airhead. He should listen to his wife, quit politics, and enjoy the simple life.",5.0,5.0,0.5,0.5,0.0,1.2,"

no

","



","dialogue:2
no_con:2
evidence:1","unsubstantial:2
no_respect:2
sarcastic:1
provocative:1","no_toxic:4
personal_attack:1","



","



","



","



","



",0.0,"Trudeau is an airhead . He should listen to his wife , quit politics , and enjoy the simple life ."
26006809,1975,source1_26006809_101,Oy Veh ! Professor fruit fly is now an economist !,5.0,5.0,0.1,0.4,0.0,1.2,"

no

","



",no_con:5,"unsubstantial:3
non_relevant:2
no_respect:2
no_non_con:1
sarcastic:1","no_toxic:4
embarrassment:1","



","



","



","



","



",0.0,Oy Veh ! Professor fruit fly is now an economist !
26006809,1399,source1_26006809_93,"As the ndp prove over and over again, there are no economic prospects under an ndp government.",5.0,5.0,0.3,0.6,0.0,1.2,"

no

","



","no_con:4
dialogue:1","unsubstantial:3
provocative:1
non_relevant:1
no_respect:1","no_toxic:4
teasing:1","



","



","



","



","



",0.0,"As the ndp prove over and over again , there are no economic prospects under an ndp government ."
30887672,341,source1_30887672_170,It is obvious from most of the comments that a lot of whites just do not want to hear about black anger. When they hear black lives matter they get all defensive and cry out 'what about me?' Well this is not about you. Just shut up and listen for once.,5.0,5.0,0.2,0.8,0.0,1.2,"



no","



",no_con:5,"provocative:2
unsubstantial:2
no_non_con:1","no_toxic:4
abusive:1","



","



","



","



","



",0.0,It is obvious from most of the comments that a lot of whites just do not want to hear about black anger . When they hear black lives matter they get all defensive and cry out what about me ? Well this is not about you . Just shut up and listen for once .
27047599,5445,source1_27047599_111,"In Ontario, it's 'grade four teacher.' So irritated by the creeping Americanism 'fourth-grade teacher' that I almost didn't read the article.",5.0,5.0,0.3,0.7,0.0,1.2,"



no","



","no_con:3
personal_story:2","no_respect:3
unsubstantial:3
provocative:1
non_relevant:1","no_toxic:3
embarrassment:2","



","



","



","



","



",0.0,"In Ontario , its grade four teacher . So irritated by the creeping Americanism fourth-grade teacher that I almost didnt read the article ."
32803341,5446,source1_32803341_142,The age of hysteria.,5.0,5.0,0.4,0.9,0.0,1.0,"



","



","no_con:3
evidence:2
dialogue:2
solution:1
specific_points:1
personal_story:1","no_non_con:3
non_relevant:2
unsubstantial:2
no_respect:1
sarcastic:1
provocative:1","no_toxic:4
embarrassment:1","



","



","



","



","



",0.0,The age of hysteria .
32803341,5447,source1_32803341_197,Can I filter comments to only read the ones by women?,5.0,5.0,0.3,0.6,0.0,1.0,"



","



","no_con:3
dialogue:1
specific_points:1","no_non_con:2
sarcastic:2
non_relevant:1
unsubstantial:1",no_toxic:5,"



","



","



","



","



",0.0,Can I filter comments to only read the ones by women ?
8981162,5448,source1_8981162_34,"If the world needs more Vancouverism, then it must be implied that it needs less Canadianism.",5.0,5.0,0.3,0.7,0.0,1.0,"



","



","no_con:4
personal_story:1","no_non_con:2
sarcastic:1
unsubstantial:1
non_relevant:1","no_toxic:4
inflammatory:1","



","



","



","



","



",0.0,"If the world needs more Vancouverism , then it must be implied that it needs less Canadianism ."
