net_tfa,age,inc,educ,fsize,marr,twoearn,db,pira,hown,e401
5.1,35,34.08,8,6,1,1,0,0,1,1
10.3,32,55.602,16,4,1,1,1,0,1,1
9.04,44,31.665,9,4,1,1,0,0,1,1
35.914,33,100.563,18,3,1,1,0,1,1,1
-0.578,36,34.392,13,4,1,1,1,0,0,1
6.505,41,30.321,12,6,1,1,1,0,1,1
-0.3,43,39.261,12,3,1,1,0,0,1,1
34.999,38,14.85,12,5,1,0,0,0,1,1
79.1,30,47.43,16,2,0,0,1,1,1,1
13.25,44,45.927,14,3,1,1,1,0,1,1
484.198,49,169.2,17,2,1,1,0,1,1,1
1.606,31,23.367,14,3,0,0,1,0,0,1
-4.96,58,14.67,12,2,1,0,0,0,1,1
0.35,34,24.891,18,3,1,1,1,0,0,1
52.499,38,29.952,16,1,0,0,0,1,0,1
51.499,61,28.08,12,4,0,0,1,1,1,1
2.0,34,31.722,12,3,1,1,0,0,1,1
12.999,54,18.144,12,3,0,0,1,1,1,1
27.7,51,103.848,17,4,1,1,1,1,1,1
4.0,35,117.9,12,3,1,1,1,0,0,1
32.0,44,70.125,16,2,0,0,0,1,1,1
55.2,42,50.064,13,3,1,0,0,0,1,1
104.856,59,99.318,15,6,1,1,1,1,1,1
28.3,30,35.94,13,4,1,0,0,0,1,1
99.9,50,84.069,12,4,1,1,0,1,1,1
7.65,27,28.458,16,1,0,0,0,0,0,1
12.203,35,39.876,12,3,1,1,1,0,1,1
8.2,38,50.574,12,6,1,1,0,0,1,1
-12.4,39,40.5,12,1,0,0,1,0,0,1
14.499,48,36.9,18,1,0,0,0,0,1,1
69.0,34,107.94,16,4,1,0,0,1,1,1
26.499,49,7.209,16,1,0,0,1,0,0,1
-0.064,47,20.568,14,2,1,0,0,0,1,1
69.0,51,107.64,16,2,1,1,1,1,1,1
1.2,27,18.03,12,2,0,0,0,0,0,1
30.34,41,26.316,14,3,0,0,0,0,1,1
-4.15,44,45.468,12,7,1,1,0,0,1,1
3.05,48,34.452,9,6,1,1,0,0,1,1
17.5,46,36.12,12,3,1,0,0,0,1,1
-0.2,43,24.378,12,4,0,0,1,0,1,1
31.9,41,58.2,16,6,1,1,0,1,1,1
7.5,40,15.387,12,1,0,0,1,0,0,1
12.4,45,36.39,16,1,0,0,0,1,0,1
-0.813,45,42.534,12,3,1,1,0,1,1,1
0.0,43,22.8,12,2,1,0,0,0,0,1
2.0,36,86.403,14,3,1,1,1,0,1,1
43.536,62,55.128,18,2,1,0,1,1,1,1
-4.85,36,23.1,16,2,0,0,1,0,0,1
11.6,31,30.0,15,2,1,1,0,1,0,1
0.2,35,38.94,16,2,1,1,0,0,1,1
43.15,58,42.888,12,3,0,0,1,0,1,1
69.3,58,54.516,12,4,1,1,1,0,1,1
2.75,30,30.12,18,1,0,0,0,0,1,1
0.95,35,31.626,16,1,0,0,0,0,0,1
15.348,42,53.391,16,1,0,0,1,1,1,1
9.266,42,42.192,13,4,1,1,0,1,1,1
15.9,28,41.46,12,4,1,1,1,0,1,1
0.502,38,15.126,12,1,0,0,1,0,0,1
43.175,45,54.15,18,1,0,0,1,1,1,1
-0.985,43,14.01,12,2,1,1,0,0,1,1
9.2,32,48.18,16,1,0,0,0,0,1,1
19.099,34,48.219,12,3,1,1,0,0,1,1
4.2,61,38.412,12,4,1,0,0,0,1,1
-3.75,42,28.845,16,2,1,0,1,0,1,1
120.097,55,40.641,12,2,1,1,0,1,1,1
22.2,49,42.915,18,1,0,0,1,0,1,1
-3.0,38,52.236,16,6,1,1,0,0,1,1
-14.7,35,66.225,12,4,1,1,0,0,1,1
3.049,38,26.964,14,4,1,0,0,0,1,1
4.499,34,34.557,16,2,1,1,0,0,1,1
50.5,47,78.0,16,5,1,1,1,0,1,1
-10.5,31,129.621,18,2,1,1,0,0,1,1
24.1,37,32.865,16,3,1,1,0,1,1,1
-16.9,40,86.868,16,3,1,1,1,0,1,1
1.972,26,59.139,16,2,1,1,1,0,1,1
2.799,60,14.85,8,1,0,0,1,0,1,1
57.599,36,74.1,16,3,1,0,0,1,1,1
-2.1,52,21.675,12,3,1,1,0,0,1,1
20.24,33,46.002,16,7,1,0,0,1,1,1
42.3,43,29.688,12,5,1,1,1,0,1,1
-2.825,36,56.88,12,1,0,0,1,0,1,1
108.998,53,53.49,10,3,1,1,0,0,1,1
8.4,38,31.077,14,4,0,0,1,0,1,1
15.65,58,16.2,13,2,0,0,1,0,1,1
29.122,55,21.216,13,1,0,0,1,1,0,1
11.75,39,71.829,12,4,1,0,0,0,1,1
-10.475,32,28.434,16,4,1,1,0,0,1,1
-3.8,41,19.14,17,2,0,0,0,0,1,1
-1.907,39,23.259,12,4,1,1,1,0,1,1
-42.964,43,23.412,16,1,0,0,1,0,0,1
44.5,36,47.556,14,4,1,1,1,1,1,1
14.4,49,38.31,14,1,0,0,1,0,0,1
6.778,43,54.84,16,4,1,1,0,0,1,1
8.799,36,65.097,18,4,1,1,1,0,1,1
8.412,46,33.42,16,2,0,0,1,0,0,1
1.999,33,31.203,12,4,1,1,0,0,1,1
177.0,44,133.596,12,3,1,0,0,1,1,1
5.4,32,34.215,16,4,1,0,0,0,0,1
-5.119,31,18.909,12,1,0,0,0,0,0,1
0.3,38,42.06,14,1,0,0,1,0,0,1
29.925,45,48.72,12,3,1,1,0,0,1,1
371.901,50,107.301,14,3,1,1,1,1,1,1
81.323,44,51.294,16,4,1,0,0,1,1,1
9.799,44,42.09,13,3,1,1,0,0,1,1
-2.0,26,26.4,14,1,0,0,0,0,0,1
-1.0,38,28.32,14,3,1,0,0,0,1,1
33.7,54,53.862,18,3,1,1,0,0,1,1
15.627,34,58.881,12,5,1,0,0,0,1,1
-5.547,38,20.97,12,3,0,0,0,0,1,1
4.2,41,36.975,13,6,1,0,0,0,1,1
2.699,41,37.917,12,4,1,1,1,0,1,1
29.65,33,71.25,15,4,1,1,1,1,1,1
9.325,36,43.305,12,4,1,1,1,1,1,1
4.766,33,52.737,13,2,1,1,0,1,0,1
-5.5,37,44.754,18,1,0,0,0,0,1,1
242.674,52,70.872,12,2,1,1,0,1,1,1
26.95,34,54.879,14,5,1,1,0,1,1,1
0.413,51,40.581,12,4,1,1,0,0,1,1
-5.8,36,52.557,13,4,1,1,0,0,1,1
0.005,34,17.55,16,1,0,0,1,0,0,1
2.75,36,28.8,12,4,1,0,0,0,0,1
7.92,36,45.21,14,6,1,0,1,0,1,1
-3.49,36,35.196,10,2,0,0,1,0,1,1
112.749,39,31.845,13,3,1,0,0,0,0,1
19.799,61,28.194,12,2,1,1,0,0,1,1
-1.3,26,16.068,13,2,0,0,1,0,0,1
4.499,50,30.138,12,4,1,1,1,0,1,1
0.6,30,24.21,16,1,0,0,0,0,0,1
-5.501,33,63.66,13,2,1,1,0,0,0,1
0.499,55,17.913,14,1,0,0,1,0,0,1
0.249,33,31.014,14,1,0,0,1,0,1,1
-18.0,55,13.26,12,1,0,0,1,0,0,1
-8.3,38,29.046,12,5,1,0,0,0,1,1
36.5,37,25.002,13,3,0,0,0,0,0,1
-0.301,29,57.096,14,3,1,1,0,1,1,1
34.0,34,29.376,14,1,0,0,1,0,1,1
-0.268,41,20.028,16,2,0,0,0,0,0,1
16.2,36,33.738,12,5,1,1,0,0,1,1
50.248,50,34.545,13,2,1,1,0,0,0,1
-0.451,42,27.261,12,4,1,1,0,0,1,1
42.8,45,68.61,17,4,1,1,0,0,1,1
0.0,51,16.32,12,10,1,0,0,0,0,1
31.847,29,52.236,17,4,1,1,1,1,1,1
151.548,56,55.167,1,4,1,0,0,1,1,1
3.899,49,75.384,12,5,1,1,1,1,0,1
4.25,52,85.839,16,2,0,0,1,0,1,1
14.5,49,52.59,12,2,1,1,1,0,1,1
0.1,32,36.0,12,3,1,0,1,0,0,1
144.426,45,138.441,16,2,1,1,1,1,1,1
12.65,41,64.245,12,4,1,1,1,1,1,1
1.4,36,36.75,18,4,0,0,1,0,0,1
1.934,34,30.543,14,3,0,0,1,0,1,1
20.0,39,59.7,18,3,1,1,1,0,1,1
15.999,61,24.18,8,2,0,0,1,0,1,1
72.0,37,67.509,17,5,1,0,0,1,1,1
79.7,56,54.132,17,1,0,0,1,0,0,1
22.61,37,65.667,12,4,1,1,0,1,0,1
0.0,30,27.414,14,4,1,1,0,0,0,1
4.449,58,42.642,12,3,1,1,0,0,1,1
8.009,62,21.924,12,2,1,0,0,1,1,1
-4.452,27,45.747,12,4,1,1,0,0,0,1
38.3,31,62.865,16,2,1,1,0,1,1,1
2.64,32,18.45,12,1,0,0,0,0,0,1
16.0,60,0.0,4,6,1,1,0,0,1,1
-2.051,28,25.317,12,3,1,1,0,1,1,1
-2.65,28,20.529,12,1,0,0,1,0,0,1
7.456,30,66.123,16,4,1,1,1,0,1,1
37.4,55,57.672,12,3,1,1,0,0,1,1
-2.35,30,46.416,18,1,0,0,1,0,1,1
178.935,63,38.307,14,1,0,0,0,1,1,1
17.5,36,55.305,15,3,1,1,0,1,1,1
-1.6,54,13.362,10,1,1,0,1,0,1,1
26.5,34,55.782,16,1,0,0,0,1,1,1
1.323,34,24.12,9,3,0,0,0,0,1,1
19.431,38,56.028,14,4,1,1,1,0,1,1
18.93,43,28.08,12,5,1,0,0,0,1,1
0.327,26,28.683,12,3,1,0,0,0,0,1
298.0,58,200.997,17,3,1,1,1,1,1,1
19.515,47,52.437,17,4,1,0,0,0,1,1
5.636,43,62.778,12,4,1,1,1,0,1,1
171.85,47,62.553,12,6,1,0,0,1,1,1
37.348,55,36.72,8,2,1,1,0,1,1,1
15.899,38,20.796,14,1,0,0,1,1,0,1
38.1,35,90.3,18,3,1,1,1,1,1,1
0.725,41,12.75,13,6,1,1,1,0,0,1
15.25,35,31.05,15,3,1,0,0,0,1,1
-2.45,27,48.798,12,1,1,0,1,0,0,1
25.57,39,19.806,14,4,1,1,1,0,1,1
6.444,43,30.318,13,1,0,0,1,0,1,1
40.949,50,45.045,14,1,0,0,1,1,1,1
30.0,44,39.786,14,3,0,0,0,1,1,1
70.349,61,38.754,12,5,1,1,1,1,1,1
17.6,37,59.43,13,4,1,0,0,0,1,1
3.559,39,34.596,14,4,0,0,1,0,1,1
10.28,26,49.362,16,2,1,0,1,1,1,1
1.5,59,17.34,10,4,1,1,0,0,1,1
13.7,53,46.824,13,2,1,1,0,1,0,1
0.95,44,19.173,12,1,0,0,0,0,0,1
-3.07,43,15.444,16,7,0,0,1,0,1,1
28.361,37,41.439,14,1,0,0,0,0,0,1
25.6,32,57.363,18,3,1,1,1,0,1,1
3.3,48,19.263,12,5,1,0,0,0,0,1
33.5,34,80.694,10,3,1,0,0,0,1,1
70.899,49,91.362,16,3,1,1,0,1,1,1
26.299,46,57.678,12,2,0,0,0,0,0,1
94.05,48,17.547,10,2,0,0,1,1,1,1
74.972,41,86.847,16,5,1,1,0,1,1,1
0.2,26,19.548,12,1,0,0,1,0,0,1
-3.424,26,34.356,11,4,1,0,0,0,1,1
0.0,53,10.761,12,1,0,0,0,0,0,1
63.595,54,50.646,12,3,1,1,0,0,0,1
-1.126,36,39.366,13,4,1,1,0,0,0,1
9.223,56,27.276,12,1,0,0,0,0,0,1
43.999,42,33.336,13,5,1,0,0,1,1,1
-3.12,25,34.8,12,2,1,1,0,0,1,1
98.9,57,81.69,18,4,1,1,0,1,1,1
-0.47,27,27.966,16,2,1,1,0,0,1,1
20.3,44,48.12,15,4,1,1,1,1,1,1
45.399,52,49.107,12,3,1,1,1,1,1,1
5.999,56,54.582,12,2,1,1,1,0,1,1
6.1,30,18.75,12,4,0,0,1,0,0,1
0.5,29,12.81,12,1,0,0,0,0,0,1
-2.65,25,42.804,14,2,1,1,0,0,1,1
5.5,48,62.463,16,4,1,1,0,1,1,1
-2.751,50,41.715,12,4,1,0,0,0,1,1
-0.001,41,30.654,12,3,1,1,0,0,1,1
15.508,56,31.68,12,1,0,0,1,1,1,1
-3.5,31,29.937,12,6,1,0,0,0,1,1
70.15,43,54.585,18,2,0,0,0,0,1,1
-2.0,40,32.85,13,3,0,0,1,0,0,1
-3.682,40,45.546,18,4,1,0,0,0,1,1
26.421,45,30.225,14,2,0,0,1,0,0,1
36.27,56,47.79,12,3,1,1,1,1,1,1
44.1,39,44.529,18,1,0,0,1,0,1,1
10.08,59,13.14,4,4,1,0,0,0,0,1
25.8,46,41.781,12,4,1,1,0,1,1,1
36.199,45,30.12,12,1,0,0,1,0,1,1
-1.95,33,18.477,14,1,0,0,1,0,1,1
0.549,34,68.817,15,5,1,1,0,0,1,1
61.4,54,81.282,18,1,0,0,1,1,1,1
49.85,43,79.92,12,4,1,1,0,1,1,1
-4.27,38,40.488,16,4,1,0,0,0,1,1
1.905,51,44.292,12,8,1,1,0,0,1,1
-0.387,47,36.906,12,4,1,1,0,0,1,1
-0.4,34,24.144,12,3,1,0,1,0,1,1
0.828,47,44.838,11,3,1,1,0,0,1,1
10.9,42,24.78,18,3,0,0,1,0,1,1
2.15,46,22.638,12,2,0,0,1,0,0,1
-3.07,34,24.432,13,3,1,1,0,0,1,1
181.5,47,56.58,12,2,1,0,0,1,1,1
-7.001,45,72.3,14,5,1,1,0,0,1,1
76.4,32,55.542,16,2,1,1,1,1,1,1
13.45,44,59.235,12,4,1,1,0,1,1,1
8.8,48,39.312,10,2,1,1,0,0,1,1
3.5,60,29.784,12,1,0,0,1,0,1,1
0.69,49,27.675,12,3,1,0,0,0,1,1
0.299,43,39.204,12,2,0,0,1,0,0,1
-0.037,31,65.844,16,4,1,1,1,0,1,1
6.975,28,21.534,13,3,1,1,0,0,0,1
26.359,59,41.082,12,2,1,1,1,1,1,1
71.569,39,39.705,13,4,1,1,0,1,1,1
6.513,34,26.865,13,3,0,0,0,0,0,1
5.3,37,39.255,16,2,0,0,1,0,0,1
29.767,48,49.701,12,4,1,1,0,1,1,1
-0.18,51,30.78,14,5,1,1,1,0,1,1
33.35,46,15.699,12,3,1,1,1,0,1,1
10.25,27,53.34,13,2,1,1,1,0,1,1
6.8,31,90.996,18,1,0,0,0,1,0,1
522.38,48,84.063,16,5,1,1,0,1,1,1
3.0,45,25.5,12,2,1,1,0,0,0,1
5.249,35,23.892,14,1,0,0,1,0,0,1
-0.5,36,38.253,14,5,1,1,0,0,0,1
33.567,46,63.915,12,2,1,1,1,0,1,1
5.5,26,42.15,18,1,0,0,0,0,0,1
778.628,43,146.577,13,5,1,0,0,1,1,1
17.3,41,48.732,12,4,1,1,0,0,1,1
121.853,58,70.971,18,1,0,0,1,1,1,1
43.975,43,47.094,14,4,1,0,0,0,1,1
0.25,32,35.607,13,6,1,1,0,0,1,1
11.4,58,73.83,15,6,1,0,0,1,1,1
31.075,59,36.342,13,1,0,0,1,0,1,1
-7.85,48,27.0,13,2,1,0,0,0,0,1
-0.377,36,19.302,12,1,0,0,0,0,1,1
11.886,40,68.388,14,4,1,1,1,0,1,1
13.37,43,73.194,16,4,1,1,0,1,1,1
2.5,31,36.39,16,1,0,0,0,0,1,1
6.957,53,51.09,15,3,1,0,0,1,1,1
25.2,33,35.13,16,1,0,0,1,1,0,1
-6.393,47,64.656,17,4,1,1,1,0,1,1
-0.25,43,31.209,10,2,1,0,0,0,1,1
32.1,43,49.596,13,3,1,1,1,1,1,1
179.8,51,67.5,16,1,0,0,1,1,1,1
114.0,53,156.036,17,3,1,0,0,1,1,1
17.199,50,48.042,12,5,1,1,1,0,1,1
36.45,51,76.827,18,3,1,0,1,0,1,1
29.692,36,32.994,15,1,0,0,0,0,1,1
49.099,56,114.573,12,3,1,1,1,1,1,1
5.94,31,55.92,18,4,1,1,0,1,1,1
-9.5,34,51.96,13,2,1,0,0,0,1,1
-0.064,46,3.9,12,4,1,0,0,0,0,1
0.14,36,24.045,18,1,0,0,1,0,1,1
0.44,49,61.866,12,5,1,1,1,0,1,1
44.963,37,38.772,17,1,0,0,0,1,1,1
36.6,61,29.832,12,1,0,0,1,1,1,1
29.999,41,24.558,16,4,1,0,0,0,1,1
56.7,36,70.746,16,2,1,1,0,1,1,1
-11.7,34,63.606,13,2,1,1,1,0,1,1
117.999,60,66.921,12,2,1,1,0,1,1,1
-6.201,36,58.302,14,5,1,1,0,0,1,1
24.448,31,58.323,18,4,1,1,1,0,1,1
19.472,35,30.147,14,2,1,1,0,1,0,1
-0.025,26,18.594,12,3,0,0,0,0,0,1
92.81,49,35.142,16,1,0,0,1,0,0,1
205.385,54,73.89,12,2,1,0,0,0,1,1
-6.109,31,29.343,15,2,1,1,0,0,1,1
-4.564,33,20.196,12,4,1,0,0,0,1,1
87.2,33,54.954,12,2,1,1,0,0,1,1
139.56,43,135.114,14,2,1,1,1,1,1,1
46.15,32,46.5,18,2,1,1,0,1,0,1
0.9,43,27.204,12,1,0,0,1,0,0,1
7.9,27,37.218,16,1,0,0,0,1,0,1
0.172,34,13.5,14,1,0,0,1,0,0,1
110.0,56,27.945,12,2,0,0,1,1,1,1
56.053,37,55.563,16,2,1,0,0,1,1,1
3.4,34,33.27,12,4,1,1,1,0,0,1
0.0,31,21.6,12,1,0,0,1,0,1,1
43.0,38,11.604,5,4,1,1,0,0,1,1
3.2,42,73.722,12,5,1,1,1,0,1,1
90.762,60,73.614,12,2,1,1,0,0,1,1
266.499,36,67.47,18,3,1,0,0,0,1,1
0.1,41,28.143,12,4,1,0,0,0,0,1
23.25,50,49.848,18,3,0,0,1,1,1,1
24.21,50,24.54,12,4,1,0,0,0,1,1
10.02,35,33.15,12,5,1,1,1,0,1,1
4.0,45,120.069,18,4,1,1,0,0,1,1
-36.0,30,64.995,16,1,0,0,0,1,0,1
0.249,42,21.639,12,4,1,0,0,0,1,1
0.093,36,19.422,12,2,0,0,0,0,0,1
5.3,35,20.805,14,1,0,0,1,0,0,1
154.0,35,61.23,18,1,0,0,0,0,1,1
11.5,31,20.46,11,2,0,0,0,0,1,1
31.9,30,60.369,16,1,0,0,1,1,1,1
-3.074,44,12.774,13,1,0,0,1,0,0,1
6.2,51,25.488,15,1,0,0,1,0,1,1
23.998,43,46.872,13,4,1,1,0,0,1,1
-20.892,31,62.592,16,3,1,1,1,0,1,1
18.799,28,28.215,12,5,1,0,0,0,1,1
26.13,38,94.614,13,2,1,1,1,0,1,1
1.299,42,51.798,12,4,1,1,1,0,1,1
40.0,33,49.959,16,4,1,0,0,1,1,1
75.0,49,102.108,18,4,1,1,1,1,1,1
4.356,34,34.062,14,1,0,0,1,0,0,1
73.8,53,100.008,1,2,1,0,0,0,1,1
1.214,49,30.6,16,5,1,1,0,0,0,1
13.0,42,35.1,12,4,1,1,0,0,1,1
21.838,38,88.77,16,4,1,1,1,0,1,1
-3.23,52,78.243,14,4,1,1,1,0,1,1
0.0,30,21.384,13,1,0,0,0,0,0,1
34.948,40,38.859,16,4,1,1,0,0,1,1
-25.57,42,63.954,16,6,1,1,1,0,1,1
-0.68,38,42.6,13,3,1,1,0,0,1,1
58.11,53,63.63,18,1,0,0,1,1,1,1
41.899,44,22.668,12,6,1,1,0,0,1,1
-0.7,41,43.47,13,5,1,1,0,0,0,1
152.5,48,121.173,13,3,1,1,0,1,1,1
0.029,30,17.505,11,3,1,1,0,0,1,1
-4.875,31,27.12,12,2,1,1,0,0,1,1
7.0,45,20.4,12,2,1,0,0,0,1,1
242.658,48,56.754,16,3,1,1,0,1,1,1
1.4,41,29.121,12,4,1,1,1,0,1,1
25.136,35,53.154,16,2,1,1,0,1,1,1
105.798,36,104.19,16,4,1,0,1,0,1,1
39.197,33,44.466,16,5,1,0,0,0,1,1
1.349,26,30.06,16,1,0,0,1,0,0,1
8.5,36,36.18,14,1,0,0,0,0,0,1
13.499,61,26.484,12,4,1,1,0,0,1,1
79.4,53,110.643,12,2,1,1,1,1,1,1
3.5,33,19.488,12,4,1,0,0,0,1,1
3.0,44,33.06,12,3,0,0,1,0,1,1
0.0,63,19.38,12,3,1,0,0,0,1,1
3.249,45,50.235,16,2,0,0,0,0,0,1
-1.222,38,35.322,16,3,0,0,1,0,1,1
5.0,59,16.32,9,5,1,0,0,0,0,1
2.4,33,21.933,12,1,0,0,0,0,0,1
10.549,32,28.935,12,4,1,0,0,0,1,1
45.0,59,46.92,12,6,1,0,0,0,0,1
125.821,39,66.102,17,2,1,1,0,1,1,1
-2.13,31,7.938,16,1,0,0,1,0,0,1
99.0,44,64.2,18,1,0,0,1,1,1,1
11.8,33,32.361,12,1,0,0,1,0,1,1
0.35,34,28.98,12,6,1,0,0,0,1,1
28.0,37,50.082,16,3,1,0,0,0,0,1
-502.302,46,21.24,13,4,1,0,0,0,1,1
-1.6,48,55.743,12,4,1,1,0,0,1,1
6.53,32,33.498,18,2,1,0,0,0,0,1
92.446,53,62.4,12,3,1,0,0,1,1,1
0.2,36,24.009,12,1,0,0,1,0,0,1
62.198,44,54.627,14,1,0,0,1,1,1,1
-2.48,31,32.271,12,5,1,1,0,0,1,1
78.656,41,108.84,16,2,1,1,0,1,1,1
82.015,51,66.477,12,3,1,1,0,1,1,1
2.5,38,19.8,8,2,0,0,1,0,0,1
83.2,44,72.165,17,3,1,0,0,1,1,1
0.0,28,15.888,14,1,0,0,1,0,0,1
-2.347,41,21.0,14,1,0,0,1,0,0,1
-5.875,31,18.216,13,3,0,0,1,0,0,1
82.734,53,76.05,13,4,1,1,0,1,1,1
-4.493,27,29.916,8,4,1,0,0,0,1,1
21.9,40,54.591,16,1,0,0,1,0,1,1
32.55,26,73.902,16,2,1,1,1,0,1,1
164.0,54,51.804,12,3,1,0,0,1,1,1
-21.02,25,21.456,13,1,0,0,0,0,0,1
186.605,52,50.682,12,2,1,1,0,1,1,1
30.9,47,22.542,12,3,1,1,0,1,1,1
-3.0,43,18.168,9,7,1,1,0,0,1,1
9.649,44,22.044,12,4,1,0,1,0,1,1
15.123,38,42.561,12,9,1,0,0,1,1,1
0.6,37,30.408,12,4,1,0,1,0,1,1
0.0,31,28.83,12,2,0,0,1,0,0,1
-0.006,35,16.347,14,4,1,1,1,0,1,1
-2.384,30,43.728,13,4,1,1,1,0,1,1
66.947,46,52.248,13,3,0,0,0,1,0,1
-1.812,27,59.841,16,3,1,1,1,0,1,1
118.0,39,88.971,14,3,1,0,0,1,1,1
18.5,35,60.3,16,2,1,1,1,1,1,1
10.0,33,25.941,12,4,1,0,0,0,1,1
18.315,43,66.033,18,4,1,1,1,1,1,1
5.521,45,51.645,17,2,0,0,1,0,1,1
13.8,43,22.95,12,1,0,0,1,0,0,1
2.2,26,18.198,12,2,0,0,1,0,0,1
-0.52,31,25.08,14,4,1,1,0,0,1,1
56.943,47,61.575,18,3,1,1,0,1,1,1
2.798,30,54.906,18,5,1,1,1,0,1,1
45.598,36,39.597,13,4,1,1,0,0,1,1
-7.119,42,40.557,12,4,1,0,0,0,1,1
5.5,40,39.828,12,4,1,0,0,0,1,1
105.799,39,101.637,16,4,1,0,0,1,1,1
6.18,32,63.207,17,2,1,1,0,0,1,1
130.0,62,27.24,12,1,0,0,0,0,1,1
9.0,43,69.138,15,3,1,1,1,0,1,1
-1.951,31,27.015,13,1,0,0,0,0,0,1
42.0,36,21.3,12,6,1,1,1,0,1,1
1.575,38,40.596,14,4,1,1,0,0,0,1
24.972,49,43.92,12,2,0,0,1,0,1,1
114.2,36,85.755,16,1,0,0,1,0,1,1
12.55,44,27.291,12,1,0,0,0,0,1,1
127.18,53,63.0,15,4,1,1,0,1,1,1
2.119,42,31.596,12,4,1,0,0,0,1,1
3.4,34,26.739,12,1,0,0,1,0,0,1
106.0,57,77.28,18,2,0,0,1,0,1,1
2.0,33,37.056,12,4,1,0,0,0,0,1
13.2,27,15.6,12,1,0,0,1,0,1,1
17.6,44,78.762,18,4,1,1,1,1,1,1
9.5,43,36.42,17,1,0,0,1,0,0,1
2.3,33,34.308,12,4,1,1,0,0,0,1
1.031,25,10.545,13,1,0,0,0,0,0,1
10.699,53,20.646,12,3,1,0,0,0,1,1
95.3,56,79.404,18,1,0,0,1,1,1,1
18.3,35,86.814,17,4,1,1,1,1,1,1
99.199,58,101.946,14,2,1,0,0,1,1,1
2.85,30,59.4,16,4,1,1,1,0,0,1
-1.29,28,66.15,14,4,1,1,1,0,1,1
147.3,46,79.548,16,4,1,1,0,1,1,1
20.249,59,36.027,12,2,1,1,0,0,1,1
1.12,58,19.2,12,1,0,0,1,0,1,1
84.0,39,83.25,13,2,1,1,0,0,1,1
16.1,53,41.538,12,3,1,0,0,0,1,1
6.4,38,82.995,15,5,1,1,0,1,1,1
11.909,44,40.917,12,5,1,0,0,0,1,1
54.244,38,65.151,15,3,1,1,0,1,1,1
13.706,43,39.132,14,4,1,0,0,1,1,1
1.425,33,16.86,12,1,0,0,0,0,1,1
10.499,50,50.43,12,3,1,1,1,0,1,1
73.816,45,77.697,17,4,1,1,1,1,1,1
3.0,42,62.112,12,7,1,0,0,0,1,1
-6.29,36,17.1,13,5,1,0,0,0,1,1
384.15,63,70.779,16,3,1,0,0,1,1,1
-3.42,51,31.242,1,4,0,0,1,0,1,1
4.0,49,120.42,18,3,1,1,0,0,1,1
6.8,46,83.319,12,3,1,1,0,0,0,1
12.349,45,54.327,12,8,1,1,0,0,1,1
50.594,43,71.844,16,4,1,1,0,1,1,1
61.55,30,62.49,14,3,1,0,0,1,1,1
-2.218,49,32.43,14,1,0,0,0,0,1,1
1.0,36,12.156,12,3,0,0,0,1,0,1
79.15,40,61.176,13,5,1,0,0,1,1,1
0.158,42,43.707,12,5,1,1,0,0,1,1
2.225,32,20.901,15,5,1,0,0,0,0,1
43.502,39,67.836,18,6,1,1,0,1,1,1
4.2,36,20.16,12,5,0,0,1,0,1,1
39.95,51,95.178,14,3,1,1,0,1,1,1
26.7,38,71.346,12,3,1,1,0,0,1,1
21.0,50,67.335,16,4,1,1,1,1,1,1
-0.7,30,46.302,13,3,1,1,1,0,1,1
25.27,58,31.689,4,2,1,1,0,0,1,1
77.9,62,48.138,12,3,1,1,0,1,1,1
107.999,64,46.404,12,2,1,0,1,1,1,1
-4.3,31,29.664,12,3,1,1,1,0,0,1
-13.19,26,54.558,15,2,1,1,0,0,1,1
0.1,44,30.105,12,2,1,1,0,0,1,1
4.7,32,36.3,16,1,0,0,0,0,1,1
2.3,35,31.224,14,1,0,0,1,0,0,1
191.8,46,51.84,14,2,0,0,1,1,1,1
10.05,43,32.433,15,2,0,0,1,0,0,1
-3.0,40,39.816,16,5,0,0,0,0,1,1
41.3,34,57.774,16,4,1,0,0,0,1,1
2.799,53,43.887,12,2,1,1,0,0,1,1
11.2,30,23.55,16,1,0,0,0,0,0,1
7.47,43,62.856,18,4,1,1,0,0,1,1
-4.933,27,40.647,14,2,1,1,0,0,0,1
-1.2,32,47.361,12,5,1,1,0,0,1,1
0.0,52,71.421,18,1,0,0,1,1,1,1
65.95,50,51.897,14,2,1,0,0,1,1,1
44.237,62,29.88,11,1,0,0,1,0,1,1
148.6,48,54.6,18,2,0,0,1,1,1,1
361.99,54,76.899,15,2,1,1,0,1,1,1
25.999,53,30.765,18,1,0,0,0,0,1,1
5.3,32,135.447,18,4,1,1,0,0,1,1
60.398,51,35.472,4,2,0,0,0,0,0,1
2.591,28,39.6,16,2,1,1,0,0,1,1
16.05,34,46.2,16,1,0,0,1,1,1,1
-1.2,41,19.596,12,2,0,0,1,0,0,1
0.5,29,35.385,14,3,1,1,1,0,0,1
9.181,33,57.228,12,4,1,0,0,0,0,1
-5.0,26,44.442,15,3,1,1,1,0,1,1
17.25,37,46.929,12,4,1,1,1,1,1,1
-4.83,31,25.74,12,3,1,1,0,0,1,1
53.948,55,46.155,10,5,1,1,0,1,1,1
7.609,41,50.61,14,3,1,1,1,0,1,1
71.197,60,55.545,12,2,1,0,0,1,1,1
2.3,27,16.596,12,4,1,0,0,0,0,1
21.95,47,29.886,10,4,1,0,0,1,1,1
